binomial;country;continent;genus;family;snake_sub_family;poisonous
Phyllorhynchus decurtatus;Mexico;South America;Phyllorhynchus;Colubridae;Phyllorhynchus decurtatus;nao peconhento
Pituophis catenifer;United States of America;North America;Pituophis;Colubridae;Pituophis catenifer;nao peconhento
Pituophis catenifer;Canada;North America;Pituophis;Colubridae;Pituophis catenifer;nao peconhento
Pituophis catenifer;unknown;unknown;Pituophis;Colubridae;Pituophis catenifer;nao peconhento
Pituophis catenifer;Mexico;South America;Pituophis;Colubridae;Pituophis catenifer;nao peconhento
Pituophis catenifer;Mexico;North America;Pituophis;Colubridae;Pituophis catenifer;nao peconhento
Pituophis deppei;Mexico;North America;Pituophis;Colubridae;Pituophis deppei;nao peconhento
Pituophis deppei;Mexico;South America;Pituophis;Colubridae;Pituophis deppei;nao peconhento
Pituophis deppei;unknown;unknown;Pituophis;Colubridae;Pituophis deppei;nao peconhento
Protobothrops mucrosquamatus;Taiwan;Asia;Protobothrops;Viperidae;Protobothrops mucrosquamatus;peconhento
Protobothrops mucrosquamatus;unknown;unknown;Protobothrops;Viperidae;Protobothrops mucrosquamatus;peconhento
Protobothrops mucrosquamatus;China;Asia;Protobothrops;Viperidae;Protobothrops mucrosquamatus;peconhento
Protobothrops mucrosquamatus;Hong Kong S.A.R.;Asia;Protobothrops;Viperidae;Protobothrops mucrosquamatus;peconhento
Protobothrops mucrosquamatus;Vietnam;Asia;Protobothrops;Viperidae;Protobothrops mucrosquamatus;peconhento
Protobothrops mucrosquamatus;Japan;Asia;Protobothrops;Viperidae;Protobothrops mucrosquamatus;peconhento
Psammodynastes pulverulentus;Philippines;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;unknown;unknown;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Vietnam;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Hong Kong S.A.R.;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Taiwan;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Indonesia;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;China;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Thailand;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Malaysia;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Cambodia;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Hong Kong;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;India;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Laos;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Bhutan;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Psammodynastes pulverulentus;Bangladesh;Asia;Psammodynastes;Lamprophiidae;Psammodynastes pulverulentus;nao peconhento
Pseudaspis cana;South Africa;Africa;Pseudaspis;Lamprophiidae;Pseudaspis cana;nao peconhento
Pseudaspis cana;unknown;unknown;Pseudaspis;Lamprophiidae;Pseudaspis cana;nao peconhento
Pseudaspis cana;Namibia;Africa;Pseudaspis;Lamprophiidae;Pseudaspis cana;nao peconhento
Pseudaspis cana;Swaziland;Africa;Pseudaspis;Lamprophiidae;Pseudaspis cana;nao peconhento
Pseudaspis cana;Zambia;Africa;Pseudaspis;Lamprophiidae;Pseudaspis cana;nao peconhento
Pseudaspis cana;Zimbabwe;Africa;Pseudaspis;Lamprophiidae;Pseudaspis cana;nao peconhento
Pseudaspis cana;Botswana;Africa;Pseudaspis;Lamprophiidae;Pseudaspis cana;nao peconhento
Pseudechis australis;unknown;unknown;Pseudechis;Elapidae;Pseudechis australis;peconhento
Pseudechis australis;Australia;Oceania;Pseudechis;Elapidae;Pseudechis australis;peconhento
Pseudechis porphyriacus;unknown;unknown;Pseudechis;Elapidae;Pseudechis porphyriacus;peconhento
Pseudechis porphyriacus;Australia;Oceania;Pseudechis;Elapidae;Pseudechis porphyriacus;peconhento
Pseudonaja textilis;unknown;unknown;Pseudonaja;Elapidae;Pseudonaja textilis;peconhento
Pseudonaja textilis;Australia;Oceania;Pseudonaja;Elapidae;Pseudonaja textilis;peconhento
Python molurus;India;Asia;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;unknown;unknown;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;France;Europe;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;United States of America;North America;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;Thailand;Asia;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;Hong Kong S.A.R.;Asia;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;Netherlands;Europe;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;Sri Lanka;Asia;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;Germany;Europe;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;Argentina;South America;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;Spain;Europe;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;Bangladesh;Asia;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;United Kingdom;Europe;Python;Pythonidae;Python molurus;nao peconhento
Python molurus;Switzerland;Europe;Python;Pythonidae;Python molurus;nao peconhento
Python regius;unknown;unknown;Python;Pythonidae;Python regius;nao peconhento
Python regius;Germany;Europe;Python;Pythonidae;Python regius;nao peconhento
Python regius;United States of America;North America;Python;Pythonidae;Python regius;nao peconhento
Python regius;Canada;North America;Python;Pythonidae;Python regius;nao peconhento
Python regius;Benin;Africa;Python;Pythonidae;Python regius;nao peconhento
Python regius;Nigeria;Africa;Python;Pythonidae;Python regius;nao peconhento
Python regius;United Kingdom;Europe;Python;Pythonidae;Python regius;nao peconhento
Python regius;Italy;Europe;Python;Pythonidae;Python regius;nao peconhento
Python regius;Netherlands;Europe;Python;Pythonidae;Python regius;nao peconhento
Python regius;France;Europe;Python;Pythonidae;Python regius;nao peconhento
Python regius;Norway;Europe;Python;Pythonidae;Python regius;nao peconhento
Python regius;Spain;Europe;Python;Pythonidae;Python regius;nao peconhento
Regina septemvittata;United States of America;North America;Regina;Colubridae;Regina septemvittata;nao peconhento
Regina septemvittata;unknown;unknown;Regina;Colubridae;Regina septemvittata;nao peconhento
Regina septemvittata;Canada;North America;Regina;Colubridae;Regina septemvittata;nao peconhento
Rhabdophis subminiatus;Hong Kong S.A.R.;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;Vietnam;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;Bhutan;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;Thailand;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;Burma;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;unknown;unknown;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;India;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;China;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;Indonesia;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;Laos;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;Bangladesh;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis subminiatus;Hong Kong;Asia;Rhabdophis;Colubridae;Rhabdophis subminiatus;peconhento
Rhabdophis tigrinus;Japan;Asia;Rhabdophis;Colubridae;Rhabdophis tigrinus;peconhento
Rhabdophis tigrinus;unknown;unknown;Rhabdophis;Colubridae;Rhabdophis tigrinus;peconhento
Rhabdophis tigrinus;South Korea;Asia;Rhabdophis;Colubridae;Rhabdophis tigrinus;peconhento
Rhabdophis tigrinus;Russia;Europe;Rhabdophis;Colubridae;Rhabdophis tigrinus;peconhento
Rhabdophis tigrinus;China;Asia;Rhabdophis;Colubridae;Rhabdophis tigrinus;peconhento
Rhabdophis tigrinus;North Korea;Asia;Rhabdophis;Colubridae;Rhabdophis tigrinus;peconhento
Rhadinaea flavilata;United States of America;North America;Rhadinaea;Colubridae;Rhadinaea flavilata;nao peconhento
Rhadinaea flavilata;unknown;unknown;Rhadinaea;Colubridae;Rhadinaea flavilata;nao peconhento
Rhinocheilus lecontei;United States of America;North America;Rhinocheilus;Colubridae;Rhinocheilus lecontei;nao peconhento
Rhinocheilus lecontei;unknown;unknown;Rhinocheilus;Colubridae;Rhinocheilus lecontei;nao peconhento
Rhinocheilus lecontei;Mexico;North America;Rhinocheilus;Colubridae;Rhinocheilus lecontei;nao peconhento
Rhinocheilus lecontei;United Kingdom;Europe;Rhinocheilus;Colubridae;Rhinocheilus lecontei;nao peconhento
Rhinocheilus lecontei;Mexico;South America;Rhinocheilus;Colubridae;Rhinocheilus lecontei;nao peconhento
Salvadora grahamiae;United States of America;North America;Salvadora;Colubridae;Salvadora grahamiae;nao peconhento
Salvadora grahamiae;Mexico;North America;Salvadora;Colubridae;Salvadora grahamiae;nao peconhento
Salvadora grahamiae;unknown;unknown;Salvadora;Colubridae;Salvadora grahamiae;nao peconhento
Salvadora grahamiae;Mexico;South America;Salvadora;Colubridae;Salvadora grahamiae;nao peconhento
Salvadora hexalepis;United States of America;North America;Salvadora;Colubridae;Salvadora hexalepis;nao peconhento
Salvadora hexalepis;Mexico;South America;Salvadora;Colubridae;Salvadora hexalepis;nao peconhento
Salvadora hexalepis;unknown;unknown;Salvadora;Colubridae;Salvadora hexalepis;nao peconhento
Salvadora hexalepis;Mexico;North America;Salvadora;Colubridae;Salvadora hexalepis;nao peconhento
Senticolis triaspis;Mexico;North America;Senticolis;Colubridae;Senticolis triaspis;nao peconhento
Senticolis triaspis;Mexico;South America;Senticolis;Colubridae;Senticolis triaspis;nao peconhento
Senticolis triaspis;United States of America;North America;Senticolis;Colubridae;Senticolis triaspis;nao peconhento
Senticolis triaspis;Honduras;North America;Senticolis;Colubridae;Senticolis triaspis;nao peconhento
Senticolis triaspis;El Salvador;South America;Senticolis;Colubridae;Senticolis triaspis;nao peconhento
Senticolis triaspis;unknown;unknown;Senticolis;Colubridae;Senticolis triaspis;nao peconhento
Senticolis triaspis;Costa Rica;North America;Senticolis;Colubridae;Senticolis triaspis;nao peconhento
Senticolis triaspis;Costa Rica;South America;Senticolis;Colubridae;Senticolis triaspis;nao peconhento
Senticolis triaspis;Nicaragua;North America;Senticolis;Colubridae;Senticolis triaspis;nao peconhento
Senticolis triaspis;Honduras;South America;Senticolis;Colubridae;Senticolis triaspis;nao peconhento
Sistrurus catenatus;Canada;North America;Sistrurus;Viperidae;Sistrurus catenatus;peconhento
Sistrurus catenatus;United States of America;North America;Sistrurus;Viperidae;Sistrurus catenatus;peconhento
Sistrurus catenatus;unknown;unknown;Sistrurus;Viperidae;Sistrurus catenatus;peconhento
Sistrurus miliarius;unknown;unknown;Sistrurus;Viperidae;Sistrurus miliarius;peconhento
Sistrurus miliarius;United States of America;North America;Sistrurus;Viperidae;Sistrurus miliarius;peconhento
Sonora semiannulata;United States of America;North America;Sonora;Colubridae;Sonora semiannulata;nao peconhento
Sonora semiannulata;Mexico;North America;Sonora;Colubridae;Sonora semiannulata;nao peconhento
Sonora semiannulata;Mexico;South America;Sonora;Colubridae;Sonora semiannulata;nao peconhento
Sonora semiannulata;unknown;unknown;Sonora;Colubridae;Sonora semiannulata;nao peconhento
Spilotes pullatus;unknown;unknown;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Costa Rica;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Mexico;North America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Brazil;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Colombia;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Honduras;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Honduras;North America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Mexico;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Panama;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Belize;North America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Bolivia;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Costa Rica;North America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Ecuador;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Argentina;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Peru;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Nicaragua;North America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Panama;North America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;France;Europe;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;El Salvador;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Nicaragua;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Hungary;Europe;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Trinidad and Tobago;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Paraguay;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Guatemala;North America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;French Guiana;unknown;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Venezuela;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;El Salvador;North America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Spilotes pullatus;Guyana;South America;Spilotes;Colubridae;Spilotes pullatus;nao peconhento
Storeria dekayi;United States of America;North America;Storeria;Colubridae;Storeria dekayi;nao peconhento
Storeria dekayi;Canada;North America;Storeria;Colubridae;Storeria dekayi;nao peconhento
Storeria dekayi;unknown;unknown;Storeria;Colubridae;Storeria dekayi;nao peconhento
Storeria occipitomaculata;unknown;unknown;Storeria;Colubridae;Storeria occipitomaculata;nao peconhento
Storeria occipitomaculata;United States of America;North America;Storeria;Colubridae;Storeria occipitomaculata;nao peconhento
Storeria occipitomaculata;Canada;North America;Storeria;Colubridae;Storeria occipitomaculata;nao peconhento
Storeria storerioides;Mexico;North America;Storeria;Colubridae;Storeria storerioides;nao peconhento
Storeria storerioides;Mexico;South America;Storeria;Colubridae;Storeria storerioides;nao peconhento
Storeria storerioides;unknown;unknown;Storeria;Colubridae;Storeria storerioides;nao peconhento
Tantilla coronata;United States of America;North America;Tantilla;Colubridae;Tantilla coronata;nao peconhento
Tantilla coronata;unknown;unknown;Tantilla;Colubridae;Tantilla coronata;nao peconhento
Tantilla gracilis;United States of America;North America;Tantilla;Colubridae;Tantilla gracilis;nao peconhento
Tantilla gracilis;unknown;unknown;Tantilla;Colubridae;Tantilla gracilis;nao peconhento
Tantilla gracilis;Mexico;North America;Tantilla;Colubridae;Tantilla gracilis;nao peconhento
Tantilla hobartsmithi;Mexico;North America;Tantilla;Colubridae;Tantilla hobartsmithi;nao peconhento
Tantilla hobartsmithi;United States of America;North America;Tantilla;Colubridae;Tantilla hobartsmithi;nao peconhento
Tantilla hobartsmithi;unknown;unknown;Tantilla;Colubridae;Tantilla hobartsmithi;nao peconhento
Tantilla nigriceps;United States of America;North America;Tantilla;Colubridae;Tantilla nigriceps;nao peconhento
Tantilla nigriceps;unknown;unknown;Tantilla;Colubridae;Tantilla nigriceps;nao peconhento
Tantilla nigriceps;Mexico;South America;Tantilla;Colubridae;Tantilla nigriceps;nao peconhento
Tantilla nigriceps;Mexico;North America;Tantilla;Colubridae;Tantilla nigriceps;nao peconhento
Tantilla nigriceps;Morocco;Africa;Tantilla;Colubridae;Tantilla nigriceps;nao peconhento
Tantilla planiceps;United States of America;North America;Tantilla;Colubridae;Tantilla planiceps;nao peconhento
Tantilla planiceps;unknown;unknown;Tantilla;Colubridae;Tantilla planiceps;nao peconhento
Tantilla planiceps;Mexico;North America;Tantilla;Colubridae;Tantilla planiceps;nao peconhento
Tantilla planiceps;Mexico;South America;Tantilla;Colubridae;Tantilla planiceps;nao peconhento
Thamnophis atratus;unknown;unknown;Thamnophis;Colubridae;Thamnophis atratus;nao peconhento
Thamnophis atratus;United States of America;North America;Thamnophis;Colubridae;Thamnophis atratus;nao peconhento
Thamnophis couchii;United States of America;North America;Thamnophis;Colubridae;Thamnophis couchii;nao peconhento
Thamnophis couchii;unknown;unknown;Thamnophis;Colubridae;Thamnophis couchii;nao peconhento
Thamnophis cyrtopsis;United States of America;North America;Thamnophis;Colubridae;Thamnophis cyrtopsis;nao peconhento
Thamnophis cyrtopsis;Mexico;South America;Thamnophis;Colubridae;Thamnophis cyrtopsis;nao peconhento
Thamnophis cyrtopsis;Mexico;North America;Thamnophis;Colubridae;Thamnophis cyrtopsis;nao peconhento
Thamnophis cyrtopsis;unknown;unknown;Thamnophis;Colubridae;Thamnophis cyrtopsis;nao peconhento
Thamnophis elegans;United States of America;North America;Thamnophis;Colubridae;Thamnophis elegans;nao peconhento
Thamnophis elegans;Canada;North America;Thamnophis;Colubridae;Thamnophis elegans;nao peconhento
Thamnophis elegans;unknown;unknown;Thamnophis;Colubridae;Thamnophis elegans;nao peconhento
Thamnophis hammondii;unknown;unknown;Thamnophis;Colubridae;Thamnophis hammondii;nao peconhento
Thamnophis hammondii;United States of America;North America;Thamnophis;Colubridae;Thamnophis hammondii;nao peconhento
Thamnophis hammondii;Mexico;North America;Thamnophis;Colubridae;Thamnophis hammondii;nao peconhento
Thamnophis hammondii;Mexico;South America;Thamnophis;Colubridae;Thamnophis hammondii;nao peconhento
Thamnophis marcianus;United States of America;North America;Thamnophis;Colubridae;Thamnophis marcianus;nao peconhento
Thamnophis marcianus;Mexico;North America;Thamnophis;Colubridae;Thamnophis marcianus;nao peconhento
Thamnophis marcianus;Mexico;South America;Thamnophis;Colubridae;Thamnophis marcianus;nao peconhento
Thamnophis marcianus;unknown;unknown;Thamnophis;Colubridae;Thamnophis marcianus;nao peconhento
Thamnophis marcianus;Nicaragua;South America;Thamnophis;Colubridae;Thamnophis marcianus;nao peconhento
Thamnophis marcianus;Nicaragua;North America;Thamnophis;Colubridae;Thamnophis marcianus;nao peconhento
Thamnophis ordinoides;United States of America;North America;Thamnophis;Colubridae;Thamnophis ordinoides;nao peconhento
Thamnophis ordinoides;Canada;North America;Thamnophis;Colubridae;Thamnophis ordinoides;nao peconhento
Thamnophis ordinoides;unknown;unknown;Thamnophis;Colubridae;Thamnophis ordinoides;nao peconhento
Thamnophis proximus;United States of America;North America;Thamnophis;Colubridae;Thamnophis proximus;nao peconhento
Thamnophis proximus;unknown;unknown;Thamnophis;Colubridae;Thamnophis proximus;nao peconhento
Thamnophis proximus;Mexico;North America;Thamnophis;Colubridae;Thamnophis proximus;nao peconhento
Thamnophis proximus;Honduras;South America;Thamnophis;Colubridae;Thamnophis proximus;nao peconhento
Thamnophis radix;United States of America;North America;Thamnophis;Colubridae;Thamnophis radix;nao peconhento
Thamnophis radix;Canada;North America;Thamnophis;Colubridae;Thamnophis radix;nao peconhento
Thamnophis radix;unknown;unknown;Thamnophis;Colubridae;Thamnophis radix;nao peconhento
Thamnophis sirtalis;United States of America;North America;Thamnophis;Colubridae;Thamnophis sirtalis;nao peconhento
Thamnophis sirtalis;Canada;North America;Thamnophis;Colubridae;Thamnophis sirtalis;nao peconhento
Thamnophis sirtalis;unknown;unknown;Thamnophis;Colubridae;Thamnophis sirtalis;nao peconhento
Trimeresurus albolabris;unknown;unknown;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus albolabris;Hong Kong S.A.R.;Asia;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus albolabris;India;Asia;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus albolabris;Thailand;Asia;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus albolabris;Indonesia;Asia;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus albolabris;China;Asia;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus albolabris;Laos;Asia;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus albolabris;Vietnam;Asia;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus albolabris;France;Europe;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus albolabris;Cambodia;Asia;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus albolabris;Hong Kong;Asia;Trimeresurus;Viperidae;Trimeresurus albolabris;peconhento
Trimeresurus stejnegeri;Taiwan;Asia;Trimeresurus;Viperidae;Trimeresurus stejnegeri;peconhento
Trimeresurus stejnegeri;China;Asia;Trimeresurus;Viperidae;Trimeresurus stejnegeri;peconhento
Trimeresurus stejnegeri;unknown;unknown;Trimeresurus;Viperidae;Trimeresurus stejnegeri;peconhento
Trimeresurus stejnegeri;Vietnam;Asia;Trimeresurus;Viperidae;Trimeresurus stejnegeri;peconhento
Tropidoclonion lineatum;United States of America;North America;Tropidoclonion;Colubridae;Tropidoclonion lineatum;nao peconhento
Tropidoclonion lineatum;unknown;unknown;Tropidoclonion;Colubridae;Tropidoclonion lineatum;nao peconhento
Tropidolaemus subannulatus;unknown;unknown;Tropidolaemus;Viperidae;Tropidolaemus subannulatus;peconhento
Tropidolaemus subannulatus;Malaysia;Asia;Tropidolaemus;Viperidae;Tropidolaemus subannulatus;peconhento
Tropidolaemus subannulatus;Philippines;Asia;Tropidolaemus;Viperidae;Tropidolaemus subannulatus;peconhento
Tropidolaemus subannulatus;Indonesia;Asia;Tropidolaemus;Viperidae;Tropidolaemus subannulatus;peconhento
Tropidolaemus subannulatus;Thailand;Asia;Tropidolaemus;Viperidae;Tropidolaemus subannulatus;peconhento
Tropidolaemus subannulatus;Brunei;Asia;Tropidolaemus;Viperidae;Tropidolaemus subannulatus;peconhento
Tropidolaemus wagleri;unknown;unknown;Tropidolaemus;Viperidae;Tropidolaemus wagleri;peconhento
Tropidolaemus wagleri;Malaysia;Asia;Tropidolaemus;Viperidae;Tropidolaemus wagleri;peconhento
Tropidolaemus wagleri;Thailand;Asia;Tropidolaemus;Viperidae;Tropidolaemus wagleri;peconhento
Tropidolaemus wagleri;Singapore;Asia;Tropidolaemus;Viperidae;Tropidolaemus wagleri;peconhento
Tropidolaemus wagleri;Indonesia;Asia;Tropidolaemus;Viperidae;Tropidolaemus wagleri;peconhento
Tropidolaemus wagleri;Philippines;Asia;Tropidolaemus;Viperidae;Tropidolaemus wagleri;peconhento
Vermicella annulata;Australia;Oceania;Vermicella;Elapidae;Vermicella annulata;peconhento
Vermicella annulata;unknown;unknown;Vermicella;Elapidae;Vermicella annulata;peconhento
Vipera ammodytes;unknown;unknown;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Greece;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Romania;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Croatia;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Italy;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Republic of Serbia;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Bosnia and Herzegovina;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Slovenia;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Kosovo;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Germany;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Bulgaria;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Montenegro;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Turkey;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;Albania;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera ammodytes;United Kingdom;Europe;Vipera;Viperidae;Vipera ammodytes;peconhento
Vipera aspis;France;Europe;Vipera;Viperidae;Vipera aspis;peconhento
Vipera aspis;Italy;Europe;Vipera;Viperidae;Vipera aspis;peconhento
Vipera aspis;Spain;Europe;Vipera;Viperidae;Vipera aspis;peconhento
Vipera aspis;unknown;unknown;Vipera;Viperidae;Vipera aspis;peconhento
Vipera aspis;Switzerland;Europe;Vipera;Viperidae;Vipera aspis;peconhento
Vipera aspis;Germany;Europe;Vipera;Viperidae;Vipera aspis;peconhento
Vipera berus;unknown;unknown;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Italy;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Poland;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Russia;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;United Kingdom;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Germany;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Slovakia;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Switzerland;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Denmark;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Sweden;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Finland;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;France;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Czech Republic;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Ukraine;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Netherlands;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Austria;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Norway;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera berus;Romania;Europe;Vipera;Viperidae;Vipera berus;peconhento
Vipera seoanei;unknown;unknown;Vipera;Viperidae;Vipera seoanei;peconhento
Vipera seoanei;Spain;Europe;Vipera;Viperidae;Vipera seoanei;peconhento
Vipera seoanei;Portugal;Europe;Vipera;Viperidae;Vipera seoanei;peconhento
Virginia valeriae;United States of America;North America;Virginia;Colubridae;Virginia valeriae;nao peconhento
Virginia valeriae;unknown;unknown;Virginia;Colubridae;Virginia valeriae;nao peconhento
Xenochrophis piscator;Taiwan;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
